descricao;empenhado;liquidado;pago
"LUIZA CRISTINA DOURADO LONGO - 02634964145";"1.858,09";"1.858,09";"1.858,09"
"LUIZA DE MAGALHAES MELO - 21646260287";"1.459,17";"1.459,17";"1.459,17"
"LUIZA DE MELO AGUIAR - 32208146204";"926,72";"926,72";"926,72"
"LUIZ ALBERTO DA SILVA FARIA - 59043660272";"143,12";"143,12";"143,12"
"LUIZ ALBERTO DE LIMA QUADROS - 21597600210";"10.870,07";"10.116,70";"10.116,70"
"LUIZ ALVES BEZERRA - 18144969200";"1.717,62";"1.717,62";"1.717,62"
"LUIZ ALVES DE MELO NETO - 00280323220";"18.778,54";"18.778,54";"10.895,24"
"LUIZA MARIA DE MOURA LIMA LEBRE - 59980923253";"1.399,13";"1.399,13";"1.399,13"
"LUIZ ANDRE DE MENEZES LEAO - 09947603296";"332,00";"332,00";"332,00"
"LUIZ ANDRE DE SOUZA NASCIMENTO - 10648139255";"160,00";"160,00";"160,00"
"LUIZ ANTONIO BARAUNA - 19092032620";"107,62";"107,62";"107,62"
"LUIZ ANTONIO PONTES SILVA - 88798259253";"22.663,94";"22.663,94";"22.663,94"
"LUIZ ANUTE DOS SANTOS - 30800773268";"1.574,37";"1.574,37";"1.574,37"
"LUIZ ARIEL DO VALE GOMES - 02045681297";"286,24";"286,24";"286,24"
"LUIZA VERONICA ROSA FONTANA - 09816454297";"146,00";"146,00";"146,00"
"LUIZ CARLOS ARAGAO FERREIRA - 97246964215";"600,00";"600,00";"600,00"
"LUIZ CARLOS BRAZ - 43465030206";"2.505,12";"2.505,12";"2.505,12"
"LUIZ CARLOS CRUZ DA SILVA - 65482107272";"20.684,59";"20.684,59";"20.684,59"
"LUIZ CARLOS DE OLIVEIRA FILHO - 59790164220";"5.370,36";"5.370,36";"5.370,36"
"LUIZ CARLOS DE SOUZA E SOUZA - 03821806230";"2.798,90";"2.798,90";"2.798,90"
"LUIZ CARLOS FEITOSA FRANCO - 36039578220";"8.512,48";"7.392,48";"7.392,48"
"LUIZ CARLOS PAZA JUNIOR - 03270583230";"2.260,12";"2.260,12";"2.260,12"
"LUIZ CARLOS SILVA LIMA - 05202254229";"390,00";"390,00";"390,00"
"LUIZ CARLOS SIQUEIRA DA SILVA - 67667465215";"1.443,10";"1.443,10";"1.443,10"
"LUIZ CARLOS SOUSA DA SILVA - 70768242215";"926,72";"926,72";"926,72"
"LUIZ CARLOS SOUSA DOS SANTOS - 68247672200";"527,62";"527,62";"527,62"
"LUIZ CARLOS TEIXEIRA SANTIAGO - 19671598234";"15.397,59";"15.397,59";"15.397,59"
"LUIZ DA COSTA - 35971061291";"1.240,82";"1.240,82";"1.240,82"
"LUIZ DE ALMEIDA TAVEIRA JUNIOR - 65724682249";"3.146,99";"3.146,99";"3.146,99"
"LUIZ DE FREITAS OLIVEIRA - 09554408234";"28.800,00";"0,00";"0,00"
"LUIZ EDUARDO COELHO DE AVILA - 36045381220";"4.907,50";"4.907,50";"4.907,50"
"LUIZ EDUARDO LIRA DA SILVA CAMPOS - 02666319245";"1.200,00";"1.200,00";"1.200,00"
"LUIZ EDUARDO ROCHA ALVES - 70695307223";"300,00";"300,00";"0,00"
"LUIZ ERNESTO PEREIRA DE SOUZA - 16460219249";"33.777,46";"33.777,46";"33.777,46"
"LUIZ EXPEDITO AMARO DE FREITAS - 45676640006";"33.811,24";"33.811,24";"0,00"
"LUIZ FELIPE CASTELO DE OLIVEIRA - 09551872738";"3.936,62";"3.936,62";"3.936,62"
"LUIZ FELIPE DE MENEZES FONTINELE - 02053467231";"200,25";"200,25";"200,25"
"LUIZ FELIPE  FERREIRA DE ANDRADE JUNIOR - 04855831271";"96,00";"96,00";"96,00"
"LUIZ FELIPE FREIRE DOS REIS - 89959795268";"3.864,35";"3.864,35";"3.864,35"
"LUIZ FELIPE GOMES DE OLIVEIRA - 94656401234";"1.393,57";"1.393,57";"1.393,57"
"LUIZ FELIPE MORAIS MENEZES - 00353753297";"2.177,50";"2.177,50";"2.177,50"
"LUIZ FELIPE QUEIROZ DA SILVA - 02709841274";"11.379,52";"11.379,52";"11.379,52"
"LUIZ FERNANDO BRIGIDO CASTRO - 94797382287";"2.152,80";"2.152,80";"2.152,80"
"LUIZ FERNANDO BRITO DA SILVA - 10083896252";"1.130,00";"1.130,00";"1.130,00"
"LUIZ FERNANDO CARVALHO DA SILVA - 04218992207";"40,00";"40,00";"40,00"
"LUIZ FERNANDO DA COSTA SIQUEIRA - 06763072210";"600,00";"600,00";"600,00"
"LUIZ FERNANDO DANTAS DA SILVA - 10026102226";"1.170,00";"1.170,00";"1.170,00"
"LUIZ FERNANDO DO NASCIMENTO BEZERRA - 08516709205";"160,00";"160,00";"160,00"
"LUIZ FERNANDO LEÃO BORGES - 02953470239";"368,00";"368,00";"368,00"
"LUIZ FERNANDO LIMA DAMACENO - 07569720270";"1.540,00";"1.540,00";"1.540,00"
"LUIZ FERNANDO MIRANDA DA SILVA - 09077396284";"1.132,00";"1.132,00";"1.132,00"
"LUIZ FERNANDO SANTOS DA SILVA - 07582453271";"1.760,00";"1.760,00";"1.760,00"
"LUIZ FERNANDO SILVA DE OLIVEIRA - 01782555218";"780,00";"780,00";"780,00"
"LUIZ FERNANDO VIDAL LIMA - 01207953296";"3.013,49";"3.013,49";"3.013,49"
"LUIZ FERREIRA DA SILVA - 66261783268";"28.800,00";"0,00";"0,00"
"LUIZ FIRMIANO DE ARAUJO NETO - 01556365292";"7.587,09";"7.587,09";"7.587,09"
"LUIZ GABRIEL DA SILVA FERREIRA - 05886344250";"120,00";"120,00";"0,00"
"LUIZ GABRIEL DE PAULA  ALVES - 10223457299";"1.190,00";"1.190,00";"0,00"
"LUIZ GILLIARD MATOS BRITO - 64717020278";"18.619,04";"18.619,04";"18.619,04"
"LUIZ GONZAGA CALIXTO NETO - 11982411287";"7.621,21";"7.621,21";"6.033,80"
"LUIZ GONZAGA CORTEZ DE ANDRADE - 04074173204";"4.899,33";"4.899,33";"3.844,09"
"LUIZ GONZAGA DA CUNHA - 03585736297";"4.501,00";"4.501,00";"4.501,00"
"LUIZ GONZAGA DOS SANTOS FILHO - 63916754220";"6.717,36";"6.717,36";"6.717,36"
"LUIZ GONZAGA MENDES - SF - 04034484000140";"8.000,00";"8.000,00";"8.000,00"
"LUIZ GONZAGA NOGUEIRA MARCELO - 72576260225";"320,00";"320,00";"320,00"
"LUIZ GONZAGA NUNES CALIXTO - 32251874291";"23.930,00";"23.930,00";"23.930,00"
"LUIZ GONZAGA SOARES - 43402623234";"42.185,08";"42.185,08";"0,00"
"LUIZ GUILHERME PONTES DE SOUZA - 08814314276";"1.574,00";"1.574,00";"1.574,00"
"LUIZ GUILHERME SILVA DE OLIVEIRA - 09709153226";"160,00";"160,00";"160,00"
"LUIZ GUIMARAES BARBOSA - 19594038268";"538,12";"538,12";"538,12"
"LUIZ GUSTAVO ARAUJO GOMES - 00827934254";"2.322,60";"2.322,60";"2.322,60"
"LUIZ GUSTAVO MARTINS FIGUEIREDO - 80380778220";"2.124,89";"2.124,89";"2.124,89"
"LUIZ GUSTAVO MEDEIROS DE ANDRADE - 08273593738";"35.332,26";"35.332,26";"35.332,26"
"LUIZ HENRIQUE AMORIM FEITOSA - 66771730387";"2.470,00";"2.470,00";"2.470,00"
"LUIZ HENRIQUE DA SILVA FROTA - 99956934291";"3.223,37";"3.223,37";"3.223,37"
"LUIZ HENRIQUE DE SOUZA COSTA - 10819201227";"398,00";"398,00";"398,00"
"LUIZ HENRIQUE EVARISTO SOUZA - 70170595226";"240,00";"240,00";"240,00"
"LUIZ HENRIQUE FERREIRA DE ALENCAR - 10190320222";"2.390,00";"2.390,00";"2.390,00"
"LUIZ HENRIQUE GADELHA CARDOSO - 95291253215";"3.188,64";"3.188,64";"3.188,64"
"LUIZ HENRIQUE JACÓ DE SOUZA FERREIRA - 04018560206";"270,00";"270,00";"270,00"
"LUIZ HENRIQUE SAUL MACHADO - 08713089242";"910,00";"910,00";"910,00"
"LUIZ HENRIQUE SILVA DA ROCHA - 07659267256";"1.584,00";"1.584,00";"1.584,00"
"LUIZ JANDERSON DO NASCIMENTO - 91945321253";"3.766,81";"3.766,81";"3.766,81"
"LUIZ LEITE NETO - 88549518468";"1.399,12";"1.399,12";"1.399,12"
"LUIZ MARIO LUIGI JUNIOR - 02436835969";"5.548,36";"5.548,36";"5.548,36"
"LUIZ NEY NASCIMENTO DA SILVA - 67224636215";"5.719,11";"5.719,11";"5.719,11"
"LUIZ PAULO LEITE BELTRAO FREDERICO - 86961276253";"3.498,30";"3.498,30";"3.498,30"
"LUIZ PAULO LIMA ESTEVAO - 01166011240";"1.145,00";"1.145,00";"1.145,00"
"LUIZ PEREIRA DE LIMA JUNIOR - 09024618428";"6.085,70";"6.085,70";"4.305,60"
"LUIZ RAIMUNDO DE FIGUEIREDO FILHO - 19743920234";"67.571,91";"67.571,91";"67.571,91"
"LUIZ RENATO ARAUJO DE SOUZA COSTA - 60794445268";"6.011,23";"6.011,23";"6.011,23"
"LUIZ RENATO BEZERRA FRANCISCO - 85071331268";"6.490,29";"6.490,29";"6.490,29"
"LUIZ RICARDO DE SOUZA SIQUEIRA - 08524907630";"2.289,99";"2.289,99";"2.289,99"
"LUIZ RICARDO DO NASCIMENTO PAULA - 08533708262";"832,00";"832,00";"832,00"
"LUIZ RICARDO NOLASCO BUSSONS - 05023903281";"104,00";"104,00";"104,00"
"LUIZ ROBERTO SILVA DE SOUZA - 10680931295";"1.146,00";"1.146,00";"1.146,00"
"LUIZ RODRIGUES JACOB NETO - 03910637230";"2.209,97";"2.209,97";"0,00"
"LUIZ ROGERIO AMARAL COLTURATO - 10290204852";"31.151,03";"31.151,03";"31.151,03"
"LUIZ ROGERIO DA SILVA - 04074149249";"1.527,43";"1.527,43";"1.527,43"
"LUIZ ROSAS PIRES - 62898574287";"203,99";"203,99";"203,99"
"LUIZ SOUSA DOS REIS JUNIOR - 01061657205";"31.225,80";"31.225,80";"31.225,80"
"LUIZ TADEO DAMASCHI - 01424128000145";"8.219,40";"0,00";"0,00"
"LUIZ VALDENIR SILVA DE SOUZA - 61773964291";"1.356,74";"0,00";"0,00"
"LUIZ YAWANAWA FILHO - 70351838252";"400,00";"400,00";"400,00"
"LUK INDUSTRIA E COMERCIO DE USINAS GERAD - 22677012000198";"132.930,00";"118.160,00";"118.160,00"
"LUKS CONSTRUTORA LTDA - 09373909000160";"399.923,00";"286.733,58";"0,00"
"LUMA BISPO FILOMENO - 00325216266";"1.680,00";"1.680,00";"1.680,00"
"LUMA CAROLYNE ALENCAR ALEXANDRIA - 00010629211";"6.195,65";"6.195,65";"6.195,65"
"LUMA NICOLLE LUSTOSA DE ALMEIDA LIMA - 01797889222";"4.335,48";"4.335,48";"4.335,48"
"LUMA VALERIA DOS SANTOS COSTA - 04468021233";"1.288,12";"1.288,12";"1.288,12"
"LUNA EVILYN FERREIRA DE SOUZA - 08007009299";"632,00";"632,00";"0,00"
"LUNA FERNANDA PINHEIRO DE LIMA - 08986729296";"400,00";"400,00";"400,00"
"LUNA LAVINI MACIEL DA SILVA - 08841908203";"150,00";"150,00";"150,00"
"LUNARA GUIMARÃES DE SOUSA - 09557744200";"460,00";"460,00";"460,00"
"LUNA SALES PALU - 82022968204";"214,88";"214,88";"214,88"
"LUNNA BEATRIZ LIMA CAVALCANTE - 07475158241";"138,00";"138,00";"138,00"
"LUNNA SOPHIA SANTOS SILVA - 01967591296";"600,00";"600,00";"600,00"
"LURIAN RODRIGUES DA PAIXÃO - 07193029274";"330,00";"330,00";"0,00"
"LUSELENA SOUZA DA SILVA SILVA - 95638229272";"320,00";"320,00";"320,00"
"LUSHESLE REBOUCAS FURTUNATO - 02513564260";"3.442,95";"3.442,95";"3.442,95"
"LUSIANE SILVA DE OLIVEIRA - 56962860200";"3.220,87";"3.220,87";"3.220,87"
"LUSLENE VASQUES DE OLIVEIRA - 83705384287";"715,63";"715,63";"715,63"
"LUXPLACAS INDUSTRIA, COMERCIO E SERVICOS - 40787494000110";"1.480,00";"830,00";"830,00"
"LUYARA LIS AGUIAR DE MELO - 08717286212";"170,00";"170,00";"170,00"
"LUZELANDIO FREITAS PINHEIRO - 39141608291";"3.397,50";"3.397,50";"3.397,50"
"LUZENILDA MACAMBIRA GAMA DA SILVA - 32253915220";"2.421,90";"2.421,90";"2.421,90"
"LUZENIRA DE ALENCAR BARBOSA - 09455089211";"400,00";"400,00";"400,00"
"LUZENY MATIAS FERREIRA MAJACUNDE 3402082 - 13279014000138";"300.000,00";"300.000,00";"300.000,00"
"LUZIA ARCANJO MACIEL - 43501680287";"13.399,44";"13.399,44";"13.399,44"
"LUZIA CRISTIANA SCHNEIDER - 84442042268";"30.000,00";"30.000,00";"30.000,00"
"LUZIA DA SILVA CRUZ - 00624359220";"320,00";"320,00";"320,00"
"LUZIA FARIAS DA SILVA - 11287179215";"2.421,90";"2.421,90";"2.421,90"
"LUZIA  JANAIRES DA SILVA L NOLASCO - 01430957220";"176,00";"176,00";"176,00"
"LUZIA JAQUELINE DA COSTA SILVA  JESUS - 76122204234";"5.724,98";"5.724,98";"4.436,86"
"LUZIA LEYLA C DO NASCIMENTO - 02544882425";"1.860,63";"1.860,63";"1.860,63"
"LUZIA LITIANE MATOS DE LIMA - 01215201290";"15.991,89";"15.991,89";"15.991,89"
"LUZIA MAIA DA SILVA - 48385603204";"320,00";"320,00";"320,00"
"LUZIA MUNIZ DA SILVA - 64371107249";"276,06";"276,06";"0,00"
"LUZIANA COSTA DE OLIVEIRA - 10464084296";"756,00";"756,00";"756,00"
"LUZIANA DE SOUZA ALMEIDA - 08774922203";"400,00";"400,00";"400,00"
"LUZIANA SOUZA DE LIMA - 86840762220";"240,00";"240,00";"240,00"
"LUZIANE DE SOUZA SANTOS - 65547764272";"10.076,04";"10.076,04";"10.076,04"
"LUZIANE GOMES FEITOSA - 07497379216";"400,00";"400,00";"400,00"
"LUZIANE MARIA BARROS DE SOUZA - 30867347287";"2.716,24";"2.716,24";"2.716,24"
"LUZIANE SANTIAGO DO NASCIMENTO COSTA - 01040791263";"0,00";"0,00";"0,00"
"LUZIA SILVA DA PÁSCOA - 04845885247";"1.708,00";"1.708,00";"1.708,00"
"LUZIA VASCONCELOS OLIVEIRA - 23268379249";"2.316,81";"2.316,81";"2.316,81"
"LUZIELLER MATOS HYDALL - 07877754280";"350,00";"350,00";"350,00"
"LUZIENE OLIVEIRA DO NASCIMENTO - 52912043204";"400,00";"400,00";"400,00"
"LUZILEIDE MARTINS DE FREITAS - 01331130271";"320,00";"320,00";"320,00"
"LUZIMAR GOMES DE OLIVEIRA - 80679722220";"2.160,00";"2.160,00";"2.160,00"
"LUZINEIA MARTINS FARIAS - 97962120215";"2.316,81";"2.316,81";"2.316,81"
"LUZINEIDE LIMA DA FONSECA - 43423892234";"8.040,00";"8.040,00";"8.040,00"
"LUZINETE DIONISIO MARUBO - 08826025274";"380,00";"380,00";"380,00"
"LUZIRENE ALMEIDA DE FREITAS - 01173099239";"1.456,28";"1.456,28";"1.456,28"
"LUZIVERA BATISTA SILVA SOUZA - 67415954220";"2.146,89";"2.146,89";"2.146,89"
"LYA JANUARIA BEIRUTH DA SILVA - 48406996234";"1.412,84";"1.412,84";"1.412,84"
"LYA JULIA BARBOSA MORAIS DE OLIVEIRA - 02075756228";"4.577,40";"4.577,40";"4.577,40"
"LYENDA MARINHO DA COSTA - 04167292238";"272,00";"272,00";"272,00"
"LYSLENY HEVELY SANTOS DA SILVA - 07742575205";"316,00";"316,00";"316,00"
"LYTSA SIMÕES MELO - 03049938242";"320,00";"320,00";"320,00"
"LYVIA MILLENA DE SOUZA ROCHA - 68248091287";"18.248,82";"18.248,82";"18.248,82"
"M1 COMERCIO E SERVICOS LTDA - 05752234000109";"21.000,00";"10.870,00";"10.870,00"
"MAAT OLIVEIRA CAMPOS - 36369284300";"33.348,26";"33.348,26";"33.348,26"
"MABEL CRISTINA SOUZA FREITAS - 47833548200";"3.220,88";"3.220,88";"3.220,88"
"MABIN INDÚSTRIA, COMÉRCIO E REPRESENTAÇÃO LTDA - 36285246000102";"31.190,00";"31.190,00";"31.190,00"
"MABIO CASTRO DA SILVA FILHO - 35970278220";"5.273,65";"5.273,65";"5.273,65"
"MACELSON DE HOLANDA FERREIRA - 09366485200";"110,00";"110,00";"110,00"
"MACIENE MORAIS GONDIN - 00881230227";"304,00";"304,00";"304,00"
"MACIO ROBERTO SANTOS DA SILVA - 99792583220";"1.492,70";"1.492,70";"1.492,70"
"MACIO SOUZA DE FIGUEIREDO - 88835634253";"1.073,63";"1.073,63";"1.073,63"
"MACKMYLA FERREIRA DA COSTA - 63804727204";"1.456,28";"1.456,28";"1.456,28"
"MACK WILLISON ARAUJO DE OLIVEIRA - 52345653272";"1.000,00";"1.000,00";"1.000,00"
"MACSON ALVES DA ROCHA - 01409570223";"200,00";"200,00";"200,00"
"MADALENA FERREIRA DA SILVA - 19600550204";"3.874,48";"3.874,48";"3.874,48"
"MADALENA SOFIA FEITOSA DA SILVA - 35999233291";"308,00";"308,00";"308,00"
"MADEIREIRA SANTOS IND. E COMERCIO EIRELI - 04004549000105";"15.545,00";"15.545,00";"0,00"
"MADSON DA COSTA ALMEIDA - 83312820278";"2.905,86";"2.905,86";"2.905,86"
"MADSON GUIDO BRITO DE ALMEIDA - 01955689237";"2.080,00";"2.080,00";"2.080,00"
"MADSON HUILBER DA SILVA MORAES - 02075115273";"1.907,25";"1.907,25";"0,00"
"MADSON LIMA DE ALMEIDA - 76774015204";"480,00";"480,00";"480,00"
"MADSON MOTA DA COSTA - 01934942219";"1.205,99";"1.205,99";"1.205,99"
"MADSON ROBERTO GUEDES CORREIA - 88789233204";"6.630,88";"6.630,88";"6.630,88"
"MADSON ROCHA DA CRUZ - 08320868270";"450,00";"450,00";"450,00"
"MAELLY CRISTINI DE SOUZA SANTOS - 52935671287";"527,63";"527,63";"527,63"
"MAERICA CONSTANTINO BRASIL - 08888703292";"900,00";"900,00";"900,00"
"MAEVE PRODUTOS HOSPITALARES LTDA - 09034672000192";"1.393.953,50";"955.678,76";"351.475,72"
"MAFRA E SOARES ADVOGADOS ASSOCIADOS - 22696888000181";"2.793,11";"2.793,11";"2.793,11"
"MAGALI ELENA ROJAS TUESTA DE ARAUJO - 52655865200";"107,63";"107,63";"107,63"
"MAGALY DA SILVA MORAES - 53906233200";"1.223,81";"1.223,81";"1.223,81"
"MAGDA ANAJARA BRANDAO DOS SANTOS - 67224946249";"10.535,34";"10.535,34";"10.535,34"
"MAGDA RAFAELA BARROS SALES - 95766839200";"25.560,00";"25.560,00";"25.560,00"
"MAGDIEL SILVA LEAO - 09789318235";"236,00";"236,00";"236,00"
"MAGIDE TAVARES BIRIMBA - 43544762234";"66.011,13";"66.011,13";"66.011,13"
"MAGILA MARIA ALVES DE SOUZA - 00211026271";"2.719,36";"2.719,36";"2.719,36"
"MAGNO ALBUQUERQUE DO ESPIRITO SANTO - 07570579267";"214,88";"214,88";"214,88"
"MAGNO BRITO DE FRANÇA - 35913452291";"72.980,51";"72.980,51";"72.980,51"
"MAGNO DE SOUZA MELO - 02398429288";"2.505,12";"2.505,12";"2.505,12"
"MAGNOS CLAYTON REBOUCOS DA COSTA - 48405752234";"9.529,52";"9.529,52";"9.529,52"
"MAGNO SILVA DE OLIVEIRA - 76662071234";"15.443,37";"15.443,37";"15.443,37"
"MAGRIT HILLE - 18933882000103";"23.105,43";"21.403,62";"21.403,62"
"MAIA ADVOCACIA - SOC INDIV DE ADVOCACIA - 30515386000135";"7.504,00";"7.504,00";"7.504,00"
"MAIANE DE FREITAS COSTA - 97586269220";"308,00";"308,00";"308,00"
"MAIANE VILANOVA PEQUENO - 91304857204";"846,94";"846,94";"846,94"
"MAIANY TELES CAMELI ROSAS - 00531799271";"47.683,80";"31.789,20";"31.789,20"
"MAIA & PIMENTEL SERV E CONS LTDA EPP - 11661499000102";"48.334.813,17";"45.138.105,62";"44.979.953,34"
"MAIARA COSTA ALECRIM MOTA - 78495156253";"215,25";"215,25";"215,25"
"MAIARA DE CASTRO SALES - 00260256200";"2.293,24";"2.293,24";"2.293,24"
"MAICLEITON LEITE GONCALVES - 78567963249";"1.456,28";"1.456,28";"1.456,28"
"MAICO COELHO PESSOA - 86005820249";"1.506,74";"1.506,74";"1.506,74"
"MAICOLM TELLES DE OLIVEIRA - 52310523291";"4.937,78";"4.937,78";"4.937,78"
"MAICO NAIT LUCAS CARDOSO - 91253586268";"12.509,22";"12.509,22";"10.983,42"
"MAICON DOUGLAS DA SILVA RODRIGUES SF - 04034484000140";"3.000,00";"3.000,00";"3.000,00"
"MAICON LIMA DA SILVA - 05143175232";"2.864,25";"2.864,25";"2.864,25"
"MAICON RAYAN DA SILVA GALVÃO - 70490390200";"1.754,00";"1.754,00";"1.754,00"
"MAICON SILVA RODRIGUES - 04387399228";"1.000,00";"1.000,00";"1.000,00"
"MAICO RIBEIRO DA SILVA - 04240344255";"1.080,00";"1.080,00";"1.080,00"
"MAIENE DE MOURA SILVA - 96220090268";"8.800,00";"8.800,00";"8.800,00"
"MAIKA PAULA FARIAS - 01933346230";"11.993,54";"11.993,54";"11.993,54"
"MAIKO CENY DE SOUZA PAULINO - 09160917245";"30.000,00";"30.000,00";"30.000,00"
"MAILLY JUNIELLE SILVA DE OLIVEIRA - 00444291261";"1.456,28";"1.456,28";"1.456,28"
"MAILO FERREIRA DA SILVA - 07147797256";"992,92";"992,92";"992,92"
"MAILSON FERREIRA SALES - 00470208228";"968,62";"968,62";"968,62"
"MAILSON FRANCA DE SALES - 87455269234";"4.574,70";"4.574,70";"4.574,70"
"MAINARDE LIMA BARBOSA - 02091376221";"400,00";"400,00";"400,00"
"MAINE AUGUSTA RODRIGUES DA SILVA - 43394531291";"2.505,12";"2.505,12";"2.505,12"
"MAIQUEL DA SILVA RODRIGUES - 69762503287";"7.534,80";"7.534,80";"7.534,80"
"MAIRA DA SILVA DE SOUZA - 00274205238";"861,00";"861,00";"861,00"
"MAIRA SILVA THAUMATURGO - 74299620259";"2.562,78";"2.562,78";"2.562,78"
"MAIRA VANDERLEI FARIAS - 07120054201";"1.534,00";"1.534,00";"1.534,00"
"MAIRA VASCONCELOS DA SILVA - 95959335204";"14.993,00";"14.993,00";"14.993,00"
"MAIRLA YANE ARAUJO DA SILVA - 09451333240";"1.000,00";"1.000,00";"1.000,00"
"MAISA ARANTES BURGOS - 13925283722";"35.213,22";"35.213,22";"35.213,22"
"MAISA DA SILVA DE SOUZA - 04846537250";"3.600,00";"3.600,00";"3.600,00"
"MAISA DE ARAUJO RAMOS - 10156795280";"312,00";"312,00";"312,00"
"MAISA GODIM FEITOSA - 70254542220";"390,00";"390,00";"390,00"
"MAISA LIMA DIAS - 94418632204";"4.843,11";"4.843,11";"3.228,74"
"MAÍSA MOREIRA VIEIRA - 01087636256";"14.285,71";"14.285,71";"14.285,71"
"MAISA MOTA DE ANDRADE - 00587340231";"20.624,29";"20.624,29";"8.873,73"
"MAISA NALUY MELO DE MACEDO - 02273529120";"143,12";"143,12";"143,12"
"MAISA PINTO BRAVIN - 95101594253";"4.294,37";"4.294,37";"4.294,37"
"MAISA SILVA DAS NEVES - 01710844205";"320,00";"320,00";"320,00"
"MAISA SILVA DE OLIVEIRA - 07385907202";"160,00";"160,00";"160,00"
"MAISA SILVA FARIAS - 85141992268";"17.713,54";"17.713,54";"17.713,54"
"MAIZA MORAIS DA SILVA - 08048422212";"334,00";"334,00";"334,00"
"MAJUDH TERCERIZACAO LTDA - 13758125000127";"1.538.406,17";"1.389.072,08";"1.389.072,08"
"MAJU MAQUINAS EIRELI EPP - 12388147000180";"46.228,62";"11.504,78";"11.504,78"
"MAJU MAQUINAS LTDA - 12388147000180";"300,00";"300,00";"300,00"
"MAKDOLGLAS COSTA DE SOUSA - 84110961220";"1.574,37";"1.574,37";"1.574,37"
"MAKDOUGLAS COSTA DE SOUSA SF - 04034484000140";"8.000,00";"8.000,00";"4.000,00"
"MAKSUEL DO CARMO SILVA - 03382454211";"968,62";"968,62";"968,62"
"MAKSWELL GOMES DA SILVA - 01787450228";"7.326,27";"7.326,27";"7.326,27"
"MALHARIA JURUÁ LTDA - 41396855000160";"530.124,87";"0,00";"0,00"
"M A M GALO - 13245986000101";"6.469,40";"6.469,40";"6.469,40"
"MAMORE MAQUINAS AGRICOLAS LTDA - 19614838000101";"0,00";"0,00";"0,00"
"MAMORE MAQUINAS AGRICOLAS LTDA - 19614838000608";"1.766.700,00";"1.177.800,00";"1.177.800,00"
"MANALIZA EVILIN DA SILVA RODRIGUES - 10670646210";"870,00";"870,00";"870,00"
"MANAUS PREVIDENCIA - MANAUSPREV - 07637990000112";"3.406,29";"3.406,29";"3.406,29"
"MANFLINE LIMA E SOUZA - 58872205204";"9.661,01";"9.661,01";"9.661,01"
"MANFRINI PINHEIRO DA COSTA - 51091119287";"6.726,83";"6.726,83";"6.726,83"
"MANIELDEN LIMA TAVORA - 18102545828";"1.937,25";"1.937,25";"1.937,25"
"MANOELA CAROLINA DA SILVA E SILVA - 04793432255";"6.369,86";"6.369,86";"6.369,86"
"MANOEL AMANCIO MAIA - 12951803249";"3.233,20";"3.233,20";"3.233,20"
"MANOELA MONTEIRO - 05177779246";"120,00";"120,00";"120,00"
"MANOEL ANDRADE DA SILVA - 02105181201";"7.326,27";"7.326,27";"7.326,27"
"MANOEL A.R. DE ARAUJO LTDA - 05126084000128";"5.980,00";"5.980,00";"5.980,00"
"MANOEL BARBOSA DE ARAUJO - 01538802287";"256.346,40";"256.346,40";"16.021,65"
"MANOEL CARIOLANO DE SOUZA - 03982675294";"753,37";"753,37";"753,37"
"MANOEL CORACY SABOIA DIAS - 17186200206";"1.183,86";"1.183,86";"645,74"
"MANOEL CORDOVIL DE OLIVEIRA - 07875460204";"2.721,35";"2.721,35";"2.721,35"
"MANOEL COSTA DA SILVA - 10176655247";"1.560,00";"1.560,00";"1.560,00"
"MANOEL DE JESUS AMORIM MOURAO - 03480739253";"2.316,81";"2.316,81";"2.316,81"
"MANOEL DE JESUS DA SILVA DOMINGOS KAXINA - 66621569220";"1.810,71";"1.810,71";"1.810,71"
"MANOEL DE JESUS DE MOURA TAVARES - 64149293287";"1.001,87";"1.001,87";"1.001,87"
"MANOEL DE JESUS DE SOUZA COSTA - 77166973234";"3.291,89";"3.291,89";"3.291,89"
"MANOEL DE LIMA BARBOSA - 19670940206";"527,62";"527,62";"527,62"
"MANOEL DE OLIVEIRA DA SILVA - 43482023204";"288,00";"288,00";"288,00"
"MANOEL DO NASCIMENTO - 49521306220";"2.720,00";"2.720,00";"2.720,00"
"MANOEL EDILBERTO DE ARAUJO LIMA - 23347961234";"47.666,57";"47.666,57";"47.666,57"
"MANOEL FABRICIO DANTAS DA SILVA - 03636147293";"3.844,00";"3.844,00";"3.844,00"
"MANOEL FEITOSA DE ARAUJO - 30864160259";"4.050,00";"4.050,00";"4.050,00"
"MANOEL FRANCISCO ALVES DE OLIVEIRA - 18145620287";"3.228,75";"3.228,75";"3.228,75"
"MANOEL FREIRE DE SOUZA - 74532820200";"7.018,14";"7.018,14";"7.018,14"
"MANOEL GERONIMO FILHO - 49710109634";"31.396,59";"31.396,59";"31.396,59"
"MANOELINA LEANDRO CABRAL - 04090437296";"540,00";"540,00";"0,00"
"MANOEL JANISVALDO LIMA DA SILVA - 43398073204";"4.801,98";"4.801,98";"4.801,98"
"MANOEL JERFESON DIAS DO REGO - 03475543265";"7.326,27";"7.326,27";"7.326,27"
"MANOEL JORGE DA SILVA SOUZA - 43450024272";"10.234,98";"10.234,98";"10.234,98"
"MANOEL JOSE DE OLIVEIRA - 88999670163";"1.950,00";"1.950,00";"1.950,00"
